Index,True_Class,Pred_Class_Mean,Pred_Class_Mode,Time_Seconds,True_Vector,Mean_Vector,Mode_Vector,Std_Vector,VAE_Init,MAE_Mean,MSE_Mean,R2_Mean,CosSim_Mean,SMAPE_Mean,MAE_Mode,MSE_Mode,R2_Mode,CosSim_Mode,SMAPE_Mode
711,3,3,3,10.129629373550415,"[0.0, 0.0, 0.50521, 0.0, 0.0, 0.0, 0.0]","[9.672126907389611e-06, 0.008764266036450863, 0.48440030217170715, 0.10731244832277298, 0.02582559734582901, 0.0013532893499359488, 0.0055197738111019135]","[0.0, 0.0, 0.48919597989949754, 0.11884422110552764, 0.005527638190954774, 0.0, 0.0]","[9.623650112189353e-05, 0.02067592181265354, 0.017530396580696106, 0.03357936814427376, 0.030308781191706657, 0.011475564911961555, 0.01738465204834938]","[0.0010676989331841469, 0.0034870095551013947, 0.5217956304550171, 0.0010000000474974513, 0.0025052055716514587, 0.0010000000474974513, 0.0010000000474974513]",0.02422782068875586,0.0018178683306713816,0.9418347797581279,0.9747931657388061,172.02937640583298,0.020055125628140706,0.002058707501989849,0.9341287962134148,0.9716771430755716,57.60297447993226
2550,1,1,1,9.215689897537231,"[0.19540000000000002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.19890280067920685, 0.003084485186263919, 0.0020786470267921686, 0.020205138251185417, 0.00299657485447824, 0.04634789004921913, 0.0036682963836938143]","[0.20175879396984925, 0.0, 0.0, 0.002763819095477387, 0.0, 0.044221105527638194, 0.0]","[0.020451366901397705, 0.01697094365954399, 0.010825114324688911, 0.02433454431593418, 0.015439697541296482, 0.028079774230718613, 0.014801394194364548]","[0.1880774199962616, 0.0010000000474974513, 0.01409776322543621, 0.0010000000474974513, 0.0038985982537269592, 0.0010000000474974513, 0.0010000000474974513]",0.011697690347262788,0.0003721306882722371,0.9204040084807114,0.9687606936962923,171.68238656565268,0.007620531227566402,0.0002862255901185757,0.9387784712154276,0.9767252035066238,57.60030597810507
3165,4,4,4,9.347352027893066,"[0.0, 0.0, 0.0, 0.48497999999999997, 0.0, 0.0, 0.0]","[0.026918692514300346, 0.047699593007564545, 0.04262866824865341, 0.5006566643714905, 0.13088278472423553, 0.001307276776060462, 9.782028064364567e-05]","[0.0, 0.035929648241206036, 0.008291457286432161, 0.5057788944723618, 0.14095477386934674, 0.0, 0.0]","[0.030837154015898705, 0.03813130781054497, 0.04235251247882843, 0.018449055030941963, 0.035736896097660065, 0.008308851160109043, 0.0009732991456985474]","[0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.4819939136505127, 0.002557903528213501, 0.0010000000474974513, 0.0010000000474974513]",0.03788735713184978,0.003170692888683425,0.8899091183194123,0.9588974122958477,171.8830032821327,0.029424967695620967,0.0030943614535000924,0.8925594522666926,0.9609245437724587,86.31408262864826
2219,2,2,2,9.230480670928955,"[0.0, 0.18897000000000003, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.04214482754468918, 0.1842333972454071, 0.011101202107965946, 0.00024481466971337795, 0.004968706518411636, 0.01226184144616127, 0.010475818999111652]","[0.02763819095477387, 0.17964824120603015, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.02314884029328823, 0.022540533915162086, 0.021457049995660782, 0.0021695327013731003, 0.017499417066574097, 0.027564987540245056, 0.03163348138332367]","[0.0010000000474974513, 0.20205095410346985, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.004205317702144384]",0.012276259148663713,0.0003152431572442681,0.9279050621239161,0.9692976310033038,171.79119274518578,0.005279992821249107,0.000121537826609357,0.9722047509751136,0.9883716976506172,29.293953763536834
3245,4,4,4,9.286941289901733,"[0.0, 0.0, 0.0, 0.45224, 0.0, 0.0, 0.0]","[0.0340716615319252, 0.13235768675804138, 0.0032464617397636175, 0.45289039611816406, 0.03981173411011696, 0.0005156398401595652, 0.000509528792463243]","[0.013819095477386936, 0.13819095477386936, 0.0, 0.45603015075376885, 0.022110552763819097, 0.0, 0.0]","[0.029649779200553894, 0.03157753497362137, 0.017691796645522118, 0.022035865113139153, 0.03224296495318413, 0.005130551755428314, 0.005069746635854244]","[0.0010000000474974513, 0.0010000000474974513, 0.0011212006211280823, 0.4471285343170166, 0.00705970823764801, 0.0010000000474974513, 0.0034634838812053204]",0.030166158412947723,0.0028965567956162723,0.8843384699115333,0.9539605778644259,171.44910189171017,0.025415821966977753,0.0028272784524835245,0.8871048024001122,0.9555948942580106,85.83351237988337
1649,7,6,6,9.492093086242676,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07818000000000003]","[0.006842372473329306, 0.0, 0.06419821828603745, 0.002314956858754158, 0.01195526123046875, 0.1294904500246048, 0.07416589558124542]","[0.0, 0.0, 0.060804020100502516, 0.0, 0.0, 0.1520100502512563, 0.05251256281407035]","[0.017690379172563553, 0.0, 0.02836650237441063, 0.010868259705603123, 0.023028040304780006, 0.041933316737413406, 0.05352064594626427]","[0.00734773138538003, 0.03761354088783264, 0.0010000000474974513, 0.020808210596442223, 0.0010000000474974513, 0.06610362231731415, 0.10044427216053009]",0.03125933761313558,0.003014343752910209,-3.027599467700674,0.45486963667817165,143.60996062910272,0.03406878679109836,0.003923285938495061,-4.242077763116667,0.305420454041261,62.75415844706929
665,1,1,1,9.236078262329102,"[0.39551000000000003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.38663357496261597, 0.164702907204628, 0.0025389171205461025, 0.007389227859675884, 0.001796887838281691, 0.004151976201683283, 0.007628772407770157]","[0.3869346733668342, 0.18241206030150756, 0.0, 0.0, 0.0, 0.0, 0.002763819095477387]","[0.02639932744204998, 0.04911838099360466, 0.012623779475688934, 0.020488929003477097, 0.013875020667910576, 0.016212953254580498, 0.01880982704460621]","[0.37672269344329834, 0.01174015924334526, 0.005645792931318283, 0.0010000000474974513, 0.002135995775461197, 0.0010000000474974513, 0.0010000000474974513]",0.028155016238567025,0.003906507318905726,0.7960524301762419,0.9196383018802696,171.7528241003873,0.02767874371859297,0.004765047809471262,0.7512304876193325,0.9045067646917907,57.45599025081466
2522,4,4,4,9.239469766616821,"[0.0, 0.0, 0.0, 0.060460000000000014, 0.0, 0.0, 0.0]","[0.005063046235591173, 0.003770825918763876, 0.008324501104652882, 0.08102267980575562, 0.04411178454756737, 0.012685178779065609, 0.028785061091184616]","[0.0, 0.0, 0.0, 0.08015075376884423, 0.008291457286432161, 0.0, 0.005527638190954774]","[0.022190170362591743, 0.016632521525025368, 0.024251285940408707, 0.0264394823461771, 0.04019033536314964, 0.02875962294638157, 0.03388838469982147]","[0.0010000000474974513, 0.0010000000474974513, 0.007122475653886795, 0.04685990884900093, 0.0010000000474974513, 0.00823928415775299, 0.0010000000474974513]",0.017614725354654446,0.0004953311033399774,-0.10663434197391397,0.8265396601507251,175.58105947950386,0.004787121320890165,6.957554741258335e-05,0.8445591451672829,0.9923595707022747,61.143923560216585
3030,5,5,5,9.324647903442383,"[0.0, 0.0, 0.0, 0.0, 0.41157, 0.0, 0.0]","[0.0009441936272196472, 0.00042192358523607254, 0.0010416113073006272, 0.0008299659821204841, 0.41664284467697144, 0.027957938611507416, 0.023601515218615532]","[0.0, 0.0, 0.0, 0.0, 0.4090452261306533, 0.008291457286432161, 0.002763819095477387]","[0.00666523864492774, 0.004198084585368633, 0.010305955074727535, 0.006167898420244455, 0.02625177800655365, 0.02881500869989395, 0.03534338250756264]","[0.0010000000474974513, 0.0010000000474974513, 0.004232076928019524, 0.0010000000474974513, 0.47994792461395264, 0.0010000000474974513, 0.0010000000474974513]",0.008552856144138745,0.00019532213198578138,0.9905830803661586,0.9961582299525946,171.60357284309134,0.0019400071787508907,1.1823063288084322e-05,0.9994299835063349,0.9997718093209002,57.230762404629075
1115,3,3,3,9.438440799713135,"[0.0, 0.0, 0.19006, 0.0, 0.0, 0.0, 0.0]","[0.00550304539501667, 0.005369644612073898, 0.18962803483009338, 0.001420960878022015, 0.00683154771104455, 0.005461373832076788, 0.018067974597215652]","[0.0, 0.0, 0.18793969849246234, 0.0, 0.0, 0.0, 0.0]","[0.018304506316781044, 0.022608665749430656, 0.016677603125572205, 0.008744734339416027, 0.022389326244592667, 0.018773943185806274, 0.03077786974608898]","[0.0010000000474974513, 0.0010000000474974513, 0.2237510085105896, 0.0010000000474974513, 0.0010000000474974513, 0.0014669541269540787, 0.0010000000474974513]",0.006155216027908028,6.632438141601018e-05,0.985005341199557,0.9936087987402464,171.46107669833285,0.00030290021536252424,6.422397832666449e-07,0.9998548020168067,1.0,0.1602647920464224
1273,7,7,7,9.291523218154907,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.42513999999999996]","[0.0023560156114399433, 0.028914615511894226, 0.0008304706425406039, 0.06599900126457214, 7.863537757657468e-05, 0.0597999207675457, 0.45954445004463196]","[0.0, 0.008291457286432161, 0.0, 0.07462311557788945, 0.0, 0.0635678391959799, 0.46432160804020106]","[0.010460695251822472, 0.033600036054849625, 0.008263077586889267, 0.0392143689095974, 0.000782412535045296, 0.035224102437496185, 0.031541384756565094]","[0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.004673188552260399, 0.0010000000474974513, 0.0010000000474974513, 0.376534104347229]",0.0274833013171716,0.0014225523627674384,0.935723953753429,0.9798516042562049,172.53968430835573,0.02652343144292894,0.0016019180330208123,0.9276195658813194,0.9782830573650744,86.97288361813557
2754,6,6,6,9.228770971298218,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.26839, 0.0]","[0.001107602845877409, 0.0010964205721393228, 0.013112948276102543, 0.004861896391957998, 0.0014383328380063176, 0.29351967573165894, 0.003446349874138832]","[0.0, 0.0, 0.002763819095477387, 0.0, 0.0, 0.29296482412060304, 0.0]","[0.007879611104726791, 0.0109092490747571, 0.026219956576824188, 0.01399060245603323, 0.010575348511338234, 0.02400273270905018, 0.019802238792181015]","[0.0010000000474974513, 0.0010000000474974513, 0.006031803786754608, 0.0011835265904664993, 0.0010000000474974513, 0.3172358274459839, 0.0010000000474974513]",0.007170460932840191,0.0001204947289056103,0.9863390715116943,0.9987721250563728,172.70634037649953,0.0039055204594400585,8.73658109358711e-05,0.9900950182106912,0.9999555031481303,29.822220052765125
2200,7,7,7,9.247902870178223,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.32701]","[0.04203025996685028, 0.005610098131000996, 0.00048061038251034915, 0.0015129640232771635, 0.005578275304287672, 0.001189901726320386, 0.3472203016281128]","[0.035929648241206036, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3454773869346734]","[0.023865483701229095, 0.020169291645288467, 0.003941853530704975, 0.006955993827432394, 0.023389246314764023, 0.00929198507219553, 0.025781871750950813]","[0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.002879709005355835, 0.0010000000474974513, 0.0010000000474974513, 0.34748607873916626]",0.010944630166051374,0.0003202179019691442,0.9755449604160054,0.9924834179723864,172.28501052361102,0.007771005025125629,0.0002331405718473921,0.9821950556851987,0.9946354779899175,29.356037527605483
1733,2,2,2,9.258965015411377,"[0.0, 0.46038, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.03725527971982956, 0.4577629864215851, 0.016374677419662476, 0.10137694329023361, 0.00801864918321371, 0.0006606107344850898, 0.0004362913896329701]","[0.008291457286432161, 0.45879396984924625, 0.002763819095477387, 0.10226130653266333, 0.0, 0.0, 0.0]","[0.03499961644411087, 0.02133866772055626, 0.02611476741731167, 0.03183471038937569, 0.022091994062066078, 0.004838032182306051, 0.003174307756125927]","[0.0010000000474974513, 0.47047096490859985, 0.0010000000474974513, 0.0033713839948177338, 0.0022385306656360626, 0.0010000000474974513, 0.001249501365236938]",0.02381992361649605,0.0017150206871406049,0.9339182865354995,0.9725444379265505,171.5100095244148,0.016414659009332377,0.0015051824664759552,0.9420035937716361,0.975879836345291,85.76358557334484
3448,4,4,4,9.254321813583374,"[0.0, 0.0, 0.0, 0.43466000000000005, 0.0, 0.0, 0.0]","[0.00795063003897667, 0.0, 0.011025279760360718, 0.44747281074523926, 0.10833872109651566, 0.03265615552663803, 0.0036800624802708626]","[0.0, 0.0, 0.0, 0.44497487437185934, 0.1050251256281407, 0.005527638190954774, 0.0]","[0.023320894688367844, 0.0, 0.026403017342090607, 0.022876761853694916, 0.03423815593123436, 0.034713201224803925, 0.019094355404376984]","[0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.4386630356311798, 0.007763572037220001, 0.0010000000474974513, 0.0010000000474974513]",0.025209094235428737,0.0018808833247816413,0.918696857056823,0.9690328388335441,143.2721374050699,0.017266805455850683,0.0015953183472120112,0.9310407009757987,0.9731872516991867,57.477894673684105
720,4,4,4,9.523930311203003,"[0.0, 0.0, 0.0, 0.12872, 0.0, 0.0, 0.0]","[0.019750362262129784, 0.008136220276355743, 0.008565005846321583, 0.12631449103355408, 0.0002577290579210967, 0.003179267281666398, 0.03605760633945465]","[0.008291457286432161, 0.0, 0.0, 0.1271356783919598, 0.0, 0.0, 0.011055276381909548]","[0.021714244037866592, 0.018520651385188103, 0.02193857915699482, 0.024295078590512276, 0.0025643701665103436, 0.016814297065138817, 0.03212011978030205]","[0.0010000000474974513, 0.0010000000474974513, 0.011592306196689606, 0.1079626977443695, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513]",0.011193100004327883,0.0002636779754360813,0.8700349366236805,0.946891891342881,171.6980597920246,0.0029901507537688442,2.7639639252977017e-05,0.9863766116177475,0.9941444630694565,57.319778491418916
3227,6,6,6,9.223270177841187,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.26993, 0.0]","[0.021725544705986977, 0.0, 0.046041324734687805, 0.0017150966450572014, 0.023821640759706497, 0.19193562865257263, 0.1281716525554657]","[0.005527638190954774, 0.0, 0.02763819095477387, 0.0, 0.005527638190954774, 0.22939698492462313, 0.14371859296482414]","[0.026066171005368233, 0.0, 0.03236156329512596, 0.012697258964180946, 0.028591986745595932, 0.04737667366862297, 0.05102075636386871]","[0.01753949373960495, 0.0018969476222991943, 0.009389271959662437, 0.052946075797080994, 0.008586801588535309, 0.06206474453210831, 0.09315472096204758]",0.04278137582119022,0.003667615640251804,0.5889200109096653,0.8079837046593414,147.6819457255173,0.03184929648241206,0.003303276920297468,0.6297564484524314,0.8426938803514936,116.60500841556305
1474,7,7,7,9.18107008934021,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.52041]","[3.0164505005814135e-05, 0.005007713567465544, 0.0026614274829626083, 0.0017955097137019038, 0.005379572045058012, 0.03626175969839096, 0.3725374639034271]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.03869346733668342, 0.37311557788944727]","[0.0003001329896505922, 0.020441561937332153, 0.01483700331300497, 0.016322797164320946, 0.01946968398988247, 0.02423034980893135, 0.029845958575606346]","[0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.003867143765091896, 0.0010000000474974513, 0.0010000000474974513, 0.3823360502719879]",0.028429811872736823,0.0033207895856991842,0.8998629203670682,0.9950677211226536,176.1600139529618,0.026569698492462313,0.0033132615999166694,0.9000899237625937,0.9946657577296573,33.28132402874943
1783,3,3,3,9.214655876159668,"[0.0, 0.0, 0.20362999999999998, 0.0, 0.0, 0.0, 0.0]","[0.002596758073195815, 0.007314187474548817, 0.19055037200450897, 0.04179954156279564, 0.001036536879837513, 0.04062630236148834, 0.008922461420297623]","[0.0, 0.0, 0.1962311557788945, 0.011055276381909548, 0.0, 0.030402010050251258, 0.0]","[0.010499907657504082, 0.019950468093156815, 0.026287799701094627, 0.03369666263461113, 0.008668841794133186, 0.024326853454113007, 0.022041549906134605]","[0.0010000000474974513, 0.0037026070058345795, 0.1751617044210434, 0.016452975571155548, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513]",0.01648220225252211,0.0005299571434758432,0.8956236615407746,0.9545664543321226,172.37662385217044,0.006979447236180898,0.00015732060668345309,0.9690153268203823,0.98668227311157,57.67152952355554
1987,6,6,6,9.209867000579834,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.54722, 0.0]","[0.011847258545458317, 0.0048239631578326225, 0.0036318358033895493, 0.0008113737567327917, 0.03342491015791893, 0.5464242100715637, 0.0013662532437592745]","[0.0, 0.0, 0.0, 0.0, 0.011055276381909548, 0.55, 0.0]","[0.028264915570616722, 0.021339131519198418, 0.0153962392359972, 0.006085341330617666, 0.03332660347223282, 0.01793813146650791, 0.007869267836213112]","[0.0010000000474974513, 0.0010000000474974513, 0.0012166276574134827, 0.012236847542226315, 0.025839777663350105, 0.4832042157649994, 0.0010000000474974513]",0.008100197799075401,0.0001853144661240277,0.99494605828687,0.9978358178560476,171.44936142122972,0.0019764680545585078,1.8563933697201015e-05,0.9994937198329176,0.9997980460939192,28.64381931478776
428,5,5,5,9.313991069793701,"[0.0, 0.0, 0.0, 0.0, 0.2156, 0.0, 0.0]","[0.03910127282142639, 0.0017979202093556523, 0.03564579784870148, 0.0031485483050346375, 0.24506181478500366, 0.0, 0.10193531215190887]","[0.030402010050251258, 0.0, 0.030402010050251258, 0.0, 0.2404522613065327, 0.0, 0.12437185929648242]","[0.029379043728113174, 0.011297686025500298, 0.02581828460097313, 0.010516729205846786, 0.03018592856824398, 0.0, 0.04248100146651268]","[0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.004468308761715889, 0.2552528977394104, 0.0010000000474974513, 0.004212711006402969]",0.03015580944591867,0.0020102121011382024,0.646825613309896,0.9054110835422147,144.68444025774735,0.030004020100502515,0.0025620798153004796,0.5498679134865915,0.8772229648921651,87.27126650136444
3327,6,6,6,9.75436806678772,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.33431999999999995, 0.0]","[0.07978462427854538, 0.00774690555408597, 0.001068776473402977, 0.0, 0.04920279607176781, 0.3248943090438843, 0.23371770977973938]","[0.0829145728643216, 0.0, 0.0, 0.0, 0.05251256281407035, 0.32613065326633167, 0.2542713567839196]","[0.023243868723511696, 0.022030387073755264, 0.01016796100884676, 0.0, 0.02745324932038784, 0.02375846356153488, 0.047104187309741974]","[0.0010000000474974513, 0.0010000000474974513, 0.0016396958380937576, 0.0010000000474974513, 0.0010000000474974513, 0.26522529125213623, 0.0010000000474974513]",0.05442092901623674,0.009080067108007048,0.3365485132595316,0.790247002586969,143.265667751391,0.05684111988513997,0.01062191198960488,0.22389083497902562,0.767318407287542,86.06856098692036
1550,1,1,1,9.680299997329712,"[0.07079000000000002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.09555214643478394, 0.021251557394862175, 0.019936028867959976, 0.0, 0.009358172304928303, 0.026261204853653908, 0.04634005203843117]","[0.085678391959799, 0.002763819095477387, 0.005527638190954774, 0.0, 0.0, 0.002763819095477387, 0.008291457286432161]","[0.02477169968187809, 0.02959444932639599, 0.02535090036690235, 0.0, 0.025547616183757782, 0.03350374847650528, 0.0396694578230381]","[0.06348273158073425, 0.0010000000474974513, 0.017077196389436722, 0.016223430633544922, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513]",0.021129880270659922,0.000626694932423964,-0.0213090679372534,0.8411621623049219,147.11036378341038,0.004890732232591526,4.8034950719498354e-05,0.9217186413842672,0.9922858194799439,117.00436322237697
2471,5,5,5,9.435928106307983,"[0.0, 0.0, 0.0, 0.0, 0.40908999999999995, 0.0, 0.0]","[0.008317938074469566, 0.0031853073742240667, 0.00012388761388137937, 0.002309390576556325, 0.40823009610176086, 0.0016296191606670618, 0.006443491205573082]","[0.0, 0.0, 0.0, 0.0, 0.40075376884422115, 0.0, 0.0]","[0.022687163203954697, 0.009662028402090073, 0.0008690209360793233, 0.017531469464302063, 0.02704496681690216, 0.011876389384269714, 0.021533451974391937]","[0.0010000000474974513, 0.0010000000474974513, 0.0026104338467121124, 0.0022276248782873154, 0.4464575946331024, 0.0010000000474974513, 0.0010000000474974513]",0.0032670768433729386,1.8513797442039245e-05,0.9990965531449003,0.9996136181507944,171.45863147839037,0.001190890165111258,9.927535697511036e-06,0.9995155504464772,1.0,0.2941036804693459
2391,3,3,3,9.692792177200317,"[0.0, 0.0, 0.27014000000000005, 0.0, 0.0, 0.0, 0.0]","[0.017935844138264656, 0.0, 0.277220755815506, 0.008978940546512604, 0.07190781086683273, 0.00275570061057806, 0.030675439164042473]","[0.002763819095477387, 0.0, 0.2736180904522613, 0.0, 0.07462311557788945, 0.0, 0.002763819095477387]","[0.02392628602683544, 0.0, 0.02374064177274704, 0.026224346831440926, 0.03268810361623764, 0.015076684765517712, 0.03669529780745506]","[0.0010000000474974513, 0.0010000000474974513, 0.3050909638404846, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513]",0.019904927305962352,0.0009388232426615644,0.8949367401912939,0.9600925483353702,143.22674792448652,0.011946977745872214,0.0007994262691043157,0.9105365887931165,0.9646722137911754,85.89703980046234
2998,1,1,1,9.291349172592163,"[0.09039000000000003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0914078876376152, 0.02732458896934986, 0.0026261666789650917, 0.0, 0.0050118244253098965, 0.023864584043622017, 0.03978502005338669]","[0.09120603015075378, 0.011055276381909548, 0.0, 0.0, 0.0, 0.002763819095477387, 0.016582914572864323]","[0.021209541708230972, 0.024071769788861275, 0.013693773187696934, 0.0, 0.0163933914154768, 0.031093468889594078, 0.03255262225866318]","[0.07037541270256042, 0.002382323145866394, 0.016620760783553123, 0.014287391677498817, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513]",0.01423286740117839,0.00041886436932943495,0.5813245694935166,0.8604103740950019,143.0171144844801,0.004459720028715001,5.7930970401541094e-05,0.9420951607525068,0.9765194276841006,85.84267589520012
387,2,2,2,9.427082061767578,"[0.0, 0.22057, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.002447400940582156, 0.2188107818365097, 0.00015288181020878255, 0.0006688678986392915, 0.05985971540212631, 0.005271472502499819, 0.009135843254625797]","[0.0, 0.2183417085427136, 0.0, 0.0, 0.060804020100502516, 0.0, 0.0]","[0.01584087871015072, 0.02729272097349167, 0.0014027312863618135, 0.006655151955783367, 0.02578568458557129, 0.01857917569577694, 0.025828557088971138]","[0.0010000000474974513, 0.2240188717842102, 0.0010000000474974513, 0.0010000000474974513, 0.004661347717046738, 0.0010000000474974513, 0.005396721418946981]",0.01132791428173892,0.0005291418513379573,0.9111772825779002,0.9634563017528418,171.54296736525677,0.009004615936826986,0.000528870591885847,0.9112228166848735,0.963343002142514,28.716481594551528
119,1,1,1,9.628535747528076,"[0.46630000000000005, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4606093466281891, 0.0015759755624458194, 0.029628878459334373, 0.003967056982219219, 0.0010628264863044024, 0.0024423939175903797, 0.0001984440314117819]","[0.45879396984924625, 0.0, 0.005527638190954774, 0.0, 0.0, 0.0, 0.0]","[0.024135660380125046, 0.012722267769277096, 0.036759693175554276, 0.013973187655210495, 0.00743979774415493, 0.014092632569372654, 0.0016946472460404038]","[0.45144563913345337, 0.0010000000474974513, 0.009312218055129051, 0.007964413613080978, 0.002568211406469345, 0.0010000000474974513, 0.0011851632734760642]",0.006366604115873848,0.00013365849755028403,0.9949799207450228,0.9978781389809019,171.6039824295813,0.0018619526202440814,1.2413610370589544e-05,0.9995337572317291,0.9999274284261899,28.80325151190477
1056,5,5,5,9.751025915145874,"[0.0, 0.0, 0.0, 0.0, 0.32454000000000005, 0.0, 0.0]","[0.0009004219900816679, 0.02319120243191719, 0.012974533252418041, 0.0040892343968153, 0.31511732935905457, 0.008296871557831764, 0.002861598739400506]","[0.0, 0.005527638190954774, 0.002763819095477387, 0.0, 0.3150753768844221, 0.0, 0.0]","[0.006487143225967884, 0.019631341099739075, 0.02471606433391571, 0.016939084976911545, 0.0177144855260849, 0.024135706946253777, 0.013270252384245396]","[0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0038040652871131897, 0.3486441969871521, 0.0010000000474974513, 0.0020862016826868057]",0.008819504715629993,0.0001270737897241165,0.9901470938052143,0.9959923062719896,171.84945171683395,0.0025365829145728718,1.8253224383222787e-05,0.9985847017863343,0.9998076886076179,57.56563904128404
1985,4,4,4,9.334697008132935,"[0.0, 0.0, 0.0, 0.45063, 0.0, 0.0, 0.0]","[0.002020063577219844, 0.00028622723766602576, 0.0027203226927667856, 0.47103291749954224, 0.11330540478229523, 0.03717053681612015, 0.0017437348142266273]","[0.0, 0.0, 0.0, 0.4670854271356784, 0.11608040201005027, 0.01934673366834171, 0.0]","[0.012615486979484558, 0.002187448786571622, 0.013400837779045105, 0.022889045998454094, 0.04222068190574646, 0.03122338280081749, 0.009720834903419018]","[0.0010000000474974513, 0.010552335530519485, 0.0010000000474974513, 0.48407599329948425, 0.001710403710603714, 0.0010000000474974513, 0.0010000000474974513]",0.025378458202833847,0.0020929494217305947,0.9158288305341126,0.9693874666924325,172.06105917318897,0.021697508973438633,0.0020171052738094646,0.9188790192110977,0.9696962370375806,57.65516743765823
1784,6,6,6,9.488573789596558,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.41108, 0.0]","[0.0, 0.0028397641144692898, 0.026654904708266258, 0.0031250438187271357, 0.012735339812934399, 0.42473286390304565, 0.0036339161451905966]","[0.0, 0.0, 0.005527638190954774, 0.0, 0.0, 0.41733668341708546, 0.0]","[0.0, 0.013450882397592068, 0.030223537236452103, 0.0184455756098032, 0.027409909293055534, 0.0256977416574955, 0.013392247259616852]","[0.0010000000474974513, 0.0010000000474974513, 0.0032635685056447983, 0.0010000000474974513, 0.0010000000474974513, 0.45180609822273254, 0.0010000000474974513]",0.008948833214661904,0.0001557298605082604,0.992474003213914,0.997504609106669,143.3238523834592,0.0016834745154343195,9.957267335961998e-06,0.9995187925955622,0.9999122960882368,28.787216576334423
