Index,True_Class,Pred_Class_Mean,Pred_Class_Mode,True_Vector,Mean_Vector,Mode_Vector,Std_Vector,VAE_Init,Time,R_hat,MAE_Mean,MSE_Mean,RMSE_Mean,R2_Mean,CosSim_Mean,SMAPE_Mean,MAE_Mode,MSE_Mode,RMSE_Mode,R2_Mode,CosSim_Mode,SMAPE_Mode
711,3,3,3,"[0.0, 0.0, 0.50521, 0.0, 0.0, 0.0, 0.0]","[0.004984318343506438, 0.005951201469524652, 0.5118549562750057, 0.006183026530820652, 0.005716953596242568, 0.0057820977884429775, 0.005736641055983462]","[0.005555555555555556, 0.005555555555555556, 0.5111111111111112, 0.005555555555555556, 0.005555555555555556, 0.005555555555555556, 0.005555555555555556]","[0.0015605932811700387, 0.002177481117068881, 0.0042041054049446105, 0.002809236559824695, 0.0020065476169608748, 0.002196676739402093, 0.002071669885659645]","[0.0031109098345041275, 0.0010000000474974513, 0.5129615068435669, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0044191256165504456]",24.36170482635498,1.0052148599288564,0.005857027865646623,3.4524393302822666e-05,0.00587574619115076,0.9988953441202014,0.999623268903837,171.61524180040976,0.005604920634920639,3.1429756790123495e-05,0.005606224825149585,0.9989943613104416,0.9996457459887658,171.59446700307035
2550,1,1,1,"[0.19540000000000002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.18634224904376726, 0.008445361620096754, 0.005509129806505812, 0.0058656824005425415, 0.005347226147752313, 0.0055754202689424675, 0.006509968364259418]","[0.18888888888888888, 0.005555555555555556, 0.005555555555555556, 0.005555555555555556, 0.005555555555555556, 0.005555555555555556, 0.005555555555555556]","[0.002348106972563203, 0.0027649300019105694, 0.0019456493074620994, 0.0022395834877960265, 0.0017848985534344541, 0.002001311185194939, 0.002739504829464231]","[0.19432908296585083, 0.008875850588083267, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.0026570484042167664]",51.794747829437256,1.0041714133986097,0.006615791366333153,4.574022189750044e-05,0.006763151772472687,0.990216506112013,0.9965884600160492,172.10649713659052,0.0056920634920634965,3.251139329806e-05,0.00570187629627827,0.9930460543384707,0.9974149030430578,171.9126649098314
3165,4,4,4,"[0.0, 0.0, 0.0, 0.48497999999999997, 0.0, 0.0, 0.0]","[0.005618304854968585, 0.033319791206515986, 0.00575679647474757, 0.47852600622971914, 0.006670885288359677, 0.006647598828087449, 0.005791056931689627]","[0.005555555555555556, 0.044444444444444446, 0.005555555555555556, 0.4777777777777778, 0.005555555555555556, 0.005555555555555556, 0.005555555555555556]","[0.0021203885289206997, 0.01832174334820554, 0.0020649850182887283, 0.006565465655680171, 0.003372856373075396, 0.0032166998344103012, 0.002028932623634722]","[0.0011956281960010529, 0.0010000000474974513, 0.0010000000474974513, 0.5016846656799316, 0.0010000000474974513, 0.0034545697271823883, 0.003353796899318695]",92.77890396118164,1.0188755855549123,0.010036918193521389,0.00019125659968905528,0.013829555296142219,0.993359303967234,0.9971796295613515,171.6199556242233,0.011346349206349195,0.0003116430906525573,0.01765341583525855,0.9891793170060537,0.9953677036009028,171.6423092788672
2219,2,2,2,"[0.0, 0.18897000000000003, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.03404074159828723, 0.1713184644275963, 0.013718048591781355, 0.006218071349305378, 0.006198868148250146, 0.006663486980339018, 0.006043630899181156]","[0.05, 0.16666666666666669, 0.011111111111111112, 0.005555555555555556, 0.005555555555555556, 0.005555555555555556, 0.005555555555555556]","[0.02008001361522521, 0.006399201159829691, 0.004934831493364976, 0.00267691908735893, 0.00249588674321484, 0.0029908896601766838, 0.0025854394873546403]","[0.0010000000474974513, 0.17146369814872742, 0.013955753296613693, 0.0010000000474974513, 0.0010000000474974513, 0.006029043346643448, 0.0010000000474974513]",55.54943609237671,1.356352347522943,0.012933483305649715,0.000259507366371257,0.0161092323333937,0.9406516302511683,0.9753072671885379,172.82836530924484,0.01509095238095238,0.00046347889400352754,0.02152855996121263,0.8940041003200302,0.95394450112334,173.2203948117193
3245,4,4,4,"[0.0, 0.0, 0.0, 0.45224, 0.0, 0.0, 0.0]","[0.005934130896707413, 0.00604962534919413, 0.0057570057163842964, 0.44058713175923614, 0.006012708566916689, 0.005567789518212294, 0.005946530256905023]","[0.005555555555555556, 0.005555555555555556, 0.005555555555555556, 0.4388888888888889, 0.005555555555555556, 0.005555555555555556, 0.005555555555555556]","[0.0022054854612398546, 0.00226106711109094, 0.0020786723175790956, 0.00460700005066271, 0.002467744648831428, 0.002110233532427793, 0.0023483421667960264]","[0.0011374782770872116, 0.0010000000474974513, 0.0010000000474974513, 0.46762189269065857, 0.001178951933979988, 0.003909371793270111, 0.0010000000474974513]",26.705392837524414,1.0040857236614158,0.006702951220726241,4.90369279922898e-05,0.0070026372169554665,0.9980419213146416,0.9994660360019105,171.801475746496,0.006669206349206347,5.191962186948846e-05,0.007205527174987856,0.9979268133405401,0.9995196541232741,171.85663556409276
1649,7,7,7,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07818000000000003]","[0.005759550374286722, 0.0071971360205866225, 0.005679629174072999, 0.00584123909213183, 0.02334867724375992, 0.053918497563894115, 0.15589533649708281]","[0.005555555555555556, 0.005555555555555556, 0.005555555555555556, 0.005555555555555556, 0.022222222222222223, 0.05555555555555556, 0.15555555555555556]","[0.002270077446248252, 0.002652459189528939, 0.0019090352042249656, 0.002232114133681829, 0.008062583915646565, 0.014296931723764185, 0.02876610314797083]","[0.0016760379076004028, 0.006729196757078171, 0.0010000000474974513, 0.0010000000474974513, 0.024712326005101204, 0.06122051179409027, 0.18490730226039886]",20.67625403404236,1.0116374689778225,0.025637152280830713,0.0013776268692192767,0.037116396231575026,-0.8407088573759571,0.9332027265523911,180.9145694788556,0.025339365079365076,0.0013843829001763664,0.037207296329837866,-0.8497358924180864,0.931266147332835,180.88682502407417
665,1,1,1,"[0.39551000000000003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3948993270901931, 0.005752252366375681, 0.005599660977426338, 0.0056092973469485715, 0.005683113152774725, 0.005526263738668049, 0.0053017792875052]","[0.3944444444444445, 0.005555555555555556, 0.005555555555555556, 0.005555555555555556, 0.005555555555555556, 0.005555555555555556, 0.005555555555555556]","[0.0038714938278348755, 0.0021209942793863853, 0.0020692136110572923, 0.00213724485430833, 0.0021359707945241848, 0.0018115660131619383, 0.0018852569993352485]","[0.38588082790374756, 0.0010000000474974513, 0.0010000000474974513, 0.0010000000474974513, 0.004691602662205696, 0.0026213303208351135, 0.0010000000474974513]",31.86727809906006,1.0073394729129155,0.004869005682786499,2.6746854015402837e-05,0.005171736073641311,0.9986036232799379,0.9994014340537851,171.45064581057204,0.004914126984126982,2.661722768959435e-05,0.0051591886658266676,0.9986103906995216,0.9994054107094973,171.46711092241003
2522,4,4,4,"[0.0, 0.0, 0.0, 0.060460000000000014, 0.0, 0.0, 0.0]","[0.005866523888349802, 0.005127963424068671, 0.03488842621945213, 0.036205941190721104, 0.007585930774514579, 0.004960657390654967, 0.0048947590403284336]","[0.005555555555555556, 0.005555555555555556, 0.03333333333333333, 0.03888888888888889, 0.005555555555555556, 0.005555555555555556, 0.005555555555555556]","[0.002186350431763844, 0.0017258586199057273, 0.005408399839920435, 0.008107004158388872, 0.00286380971981744, 0.0016184047849292003, 0.001521934812725196]","[0.0010000000474974513, 0.0010000000474974513, 0.04241601750254631, 0.04149264097213745, 0.005165256559848785, 0.002681538462638855, 0.0010000000474974513]",33.04025983810425,1.0069082415751343,0.012511188506663927,0.0002817552711044777,0.016785567345326095,0.37052194595909094,0.6974429670695478,178.59731256221758,0.011811746031746033,0.0002472492761904763,0.015724162177695712,0.4476128427720091,0.7378647873726217,177.63213814391483
3030,5,5,5,"[0.0, 0.0, 0.0, 0.0, 0.41157, 0.0, 0.0]","[0.005333251855963625, 0.005648892432618119, 0.018350407167118707, 0.005558879075151685, 0.40929798252386923, 0.005732746525760518, 0.005720801667244445]","[0.005555555555555556, 0.005555555555555556, 0.016666666666666666, 0.005555555555555556, 0.40555555555555556, 0.005555555555555556, 0.005555555555555556]","[0.0016468286477688853, 0.0020117441006202263, 0.005451005305065017, 0.00200449127541405, 0.007566802900022777, 0.0023813133891952463, 0.00217212838436374]","[0.0010000000474974513, 0.0010000000474974513, 0.019836515188217163, 0.001145973801612854, 0.4176752269268036, 0.0010000000474974513, 0.0010000000474974513]",38.905089139938354,1.0024499122755066,0.006945285171426836,7.124945124314861e-05,0.008440939002453969,0.9965649035800977,0.9985300804550664,171.5076520924715,0.0072084126984126974,6.689604391534389e-05,0.008179000178221289,0.9967747911464607,0.9986890152617914,171.63887114159954
1115,3,3,3,"[0.0, 0.0, 0.19006, 0.0, 0.0, 0.0, 0.0]","[0.005365543476657282, 0.0056616711264818285, 0.18650979032942339, 0.030889514468916933, 0.005082759762618765, 0.0060277482782731505, 0.00820789448844458]","[0.005555555555555556, 0.005555555555555556, 0.18888888888888888, 0.03333333333333333, 0.005555555555555556, 0.005555555555555556, 0.005555555555555556]","[0.0019252607054167496, 0.0019693711159526886, 0.0016650479361873841, 0.00806052733314739, 0.0015998257399165998, 0.002486196744372691, 0.0027110800662810425]","[0.002764565870165825, 0.0010000000474974513, 0.19478178024291992, 0.033909015357494354, 0.0010000000474974513, 0.0010000000474974513, 0.009366385638713837]",62.127034187316895,1.0079660763699945,0.009255048753138453,0.000165306771088426,0.012857168081985473,0.9626273388917646,0.9839438918984168,171.6979360048635,0.00889746031746032,0.0001809719428571429,0.013452581271159185,0.9590857467848001,0.982724632127336,171.51686913425524
